,eval_cost,eval_accu,train_cost,train_accu,test_cost,test_accu
0,7.744828172469068,9164,2.000187704810317,45797,7.742858326816411,9160
1,5.716553701810798,9318,1.504583873372281,46598,5.724094956524276,9302
2,4.258230945377085,9355,1.206467086679877,46765,4.283371275227056,9311
3,3.2096012387184323,9489,0.9336043683295685,47476,3.2166772306456073,9477
4,2.537077938151208,9516,0.7713639438548265,47595,2.5530163932656205,9472
5,2.1774544017481228,9495,0.7256891344444101,47572,2.183883395772456,9463
6,1.8788399046257325,9553,0.6219213687003489,47771,1.8952095854560884,9510
7,1.8043616016683481,9469,0.6367349635960529,47471,1.8214319289946177,9421
8,1.6964981414634654,9554,0.5808263209139689,47837,1.707100061825698,9505
9,1.6892884187959003,9498,0.6154126386252232,47495,1.7023412170817418,9463
10,1.6813867157980324,9464,0.6185091193215956,47494,1.6946764440646176,9474
11,1.6277212481642875,9551,0.5689581478044119,47830,1.6487904440006373,9500
12,1.6046185697995186,9610,0.5437836887141938,48131,1.6149834239163252,9575
13,1.5996512481315461,9585,0.548332284403414,48033,1.6125236276609158,9554
14,1.5977346376278772,9590,0.5298368254402407,48155,1.6005776922095842,9571
15,1.625646379733849,9563,0.5712568947086072,47859,1.6361316094813065,9537
16,1.6131298431365417,9588,0.5419835804861132,48056,1.6191063887074173,9542
17,1.62093699313121,9533,0.5687759139134879,47814,1.6382290753462865,9499
18,1.6276111752241527,9550,0.5632582482058972,47831,1.6401312469693705,9528
19,1.6688785423538972,9443,0.6193353950329861,47336,1.6903922382876586,9412
20,1.5801531062443095,9611,0.5320632803174152,48136,1.5974615081186123,9559
21,1.6180097002292624,9588,0.5450828068359814,48124,1.6204447868225924,9580
22,1.6409415828533231,9524,0.5788862234597447,47788,1.6584726844456437,9508
23,1.5868127185159397,9617,0.5300214479943133,48196,1.607900500762862,9561
24,1.600050891663515,9568,0.5543268323811145,47932,1.6170708525130715,9539
25,1.6107347326568946,9598,0.5560640673295134,48008,1.6368150317500154,9541
26,1.6041242548518984,9608,0.5394186463758943,48136,1.630957670679591,9548
27,1.6252085782268777,9581,0.5461611912160396,47981,1.6359953415817028,9550
28,1.620842638353357,9575,0.5473242810613821,48060,1.63007023917738,9563
29,1.6141983867282161,9577,0.5379157765516218,48077,1.621738236016295,9560
30,1.609314518636765,9565,0.5418391742334521,48066,1.6241627053603855,9547
31,1.601015475610995,9567,0.5393194101546901,48068,1.6173048762988564,9540
32,1.6159824548216142,9553,0.5496157817671771,47959,1.6250497642212638,9545
33,1.6183481507107693,9557,0.5394453699474457,48006,1.6279883580555023,9530
34,1.6056452057321666,9576,0.5388397181766871,48039,1.6197705010507253,9571
35,1.6337456029452473,9527,0.5552913641530528,47844,1.6380232351867987,9538
36,1.6007994282996412,9590,0.526475683054535,48171,1.6134797335673177,9555
37,1.5988581782248472,9611,0.533694031954741,48181,1.6182461606387553,9589
38,1.6966308412073423,9445,0.6209279844817168,47464,1.6979146418052868,9450
39,1.6212552480164535,9612,0.529143522151461,48180,1.632207719101988,9579
40,1.6240008831376014,9553,0.5546811567854482,47897,1.6280941771921982,9543
41,1.6490308903547657,9562,0.5658269028140233,47916,1.650409199867907,9541
42,1.6325948310020748,9574,0.5434228912764315,48056,1.6435194316225332,9556
43,1.6298551292042305,9557,0.5469273067747136,47930,1.6301311646650327,9534
44,1.6134436124925835,9588,0.5441841679533932,48063,1.6366602896236222,9555
45,1.6021637174000123,9605,0.5208794577156721,48205,1.6027724968952408,9612
46,1.637174962800018,9567,0.5572077631946417,47933,1.6596903696384695,9532
47,1.6247845258053146,9567,0.5537869091283515,47937,1.6500293164902682,9515
48,1.6427860694652654,9575,0.5563935955095649,48021,1.6468802583991982,9561
49,1.6083453417956475,9607,0.5220574870756307,48233,1.6208935283027852,9580
